product_id,id_web,price,total_sales,post_title,ca_par_bouteille
3847,15298,24.2,6,Pierre Jean Villa Saint-Joseph Préface 2018,145.2
3849,15296,34.3,0,Pierre Jean Villa Saint-Joseph Rouge Tildé 2017,0.0
3850,15300,20.8,0,Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018,0.0
4032,19814,14.1,3,Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018,42.3
4039,19815,46.0,0,Pierre Jean Villa Côte Rôtie Carmina 2017,0.0
4040,15303,34.3,0,Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018,0.0
4041,14975,32.7,0,Pierre Gaillard Condrieu 2018,0.0
4042,16042,31.2,7,Pierre Gaillard Cornas 2017,218.4
4043,14980,60.0,3,Pierre Gaillard Côte Rôtie Esprit de Blonde 2017,180.0
4045,16041,42.6,14,Pierre Gaillard Côte Rôtie 2018,596.4
4046,15269,80.0,6,Pierre Gaillard Côte Rôtie Rose Pourpre 2017,480.0
4047,14977,18.3,0,Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018,0.0
4048,16044,22.8,7,Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018,159.6
4049,16043,19.3,1,Pierre Gaillard Saint-Joseph Rouge 2018,19.3
4050,16449,21.8,6,Pierre Gaillard Saint-Joseph Blanc 2019,130.8
4051,16045,7.7,6,Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018,46.2
4052,16030,33.7,6,Clos du Mont-Olivet Châteauneuf-du-Pape Blanc 2019,202.2
4053,13127,44.3,23,Clos du Mont-Olivet Châteauneuf-du-Pape 2012,1018.9
4054,19816,71.6,10,Clos du Mont-Olivet Châteauneuf-du-Pape Cuvée du Papet 2018,716.0
4056,16029,12.7,10,Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018,127.0
4057,16039,8.7,18,Mourgues du Grès Costières de Nîmes Galets Dorés 2019,156.6
4058,16318,8.7,11,Mourgues du Grès Costières de Nîmes Galets Rouges 2019,95.7
4059,16275,8.7,7,Mourgues du Grès Costières de Nîmes Galets Rosés 2019,60.9
4060,16498,11.9,9,Mourgues du Grès Costières de Nîmes Terre d'Argence 2017,107.1
4062,16320,11.9,3,Mourgues du Grès IGP Pont du Gard Terre d'Argence 2018,35.7
4063,16319,14.5,3,Mourgues du Grès Costières de Nîmes Terre de Feu 2017,43.5
4064,15966,14.4,3,Oratoire Saint Martin Cairanne Rouge Réserve des Seigneurs 2017,43.2
4065,15022,19.5,0,Oratoire Saint Martin Cairanne Rouge Les Douyes 2016,0.0
4066,15967,20.8,20,Oratoire Saint Martin Cairanne Rouge Haut Coustias 2016,416.0
4067,15490,22.0,19,Gilles Robin Crozes-Hermitage Rouge Albéric 2017,418.0
4068,16416,16.6,62,Gilles Robin Crozes-Hermitage Rouge Papillon 2019,1029.2
4069,11862,60.0,0,Gilles Robin Hermitage Rouge 2012,0.0
4070,15444,23.4,7,Gilles Robin Crozes-Hermitage Blanc Les Marelles 2018,163.8
4071,15953,33.2,19,Château de Vaudieu Châteauneuf-du-Pape Rouge 2015,630.8
4072,12045,32.0,1,Château de Vaudieu Châteauneuf-du-Pape Blanc 2015,32.0
4073,13074,77.8,0,Château de Vaudieu Châteauneuf-du-Pape L'Avenue 2015,0.0
4074,15941,12.7,4,Domaine de la Jérôme Côtes du Rhône Village 201,50.8
4075,16069,14.7,0,Plateau des Chênes Lirac 2015,0.0
4076,13072,14.05,4,Plateau des Chênes Lirac 2016,56.2
4077,15440,22.9,0,Domaine des Bosquets Gigondas 2016,0.0
4078,13435,44.0,10,Domaine des Bosquets Gigondas La Colline 2015,440.0
4079,13078,37.0,0,Le Vieux Donjon Châteauneuf-du-Pape 2013,0.0
4081,13117,39.0,4,Le Vieux Donjon Châteauneuf-du-Pape 2016,156.0
4083,16296,17.0,0,"Rimauresq Côtes de Provence Blanc Cru Classé ""R"" 2019",0.0
4084,16014,23.2,0,"Rimauresq Côtes de Provence Rouge Cru Classé ""R"" 2017",0.0
4085,16462,19.0,7,Rimauresq Côtes de Provence Rouge Cru Classé 2017,133.0
4086,16013,16.4,4,Rimauresq Côtes de Provence Blanc Cru Classé 2019,65.6
4087,16180,14.4,18,Rimauresq Côtes de Provence Cru Classé Rosé 2019,259.2
4094,15676,13.7,0,Paul Ginglinger Gewurztraminer Wahlenbourg 2017,0.0
4095,16120,12.6,4,Paul Ginglinger Muscat Caroline 2018,50.4
4096,15564,22.8,0,Paul Ginglinger Pinot Gris Grand Cru Eichberg 2015,0.0
4097,15675,12.8,1,Paul Ginglinger Pinot Gris Les Prelats 2018,12.8
4098,15378,22.1,1,Paul Ginglinger Pinot Noir Les Rocailles 2016,22.1
4099,15813,12.8,0,Paul Ginglinger Riesling Drei Exa 2018,0.0
4100,13416,15.8,0,Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016,0.0
4101,14905,15.8,0,Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2016,0.0
4102,15767,16.3,1,Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017,16.3
4103,16505,16.3,12,Emile Boeckel Riesling Grand Cru Wiebelsberg 2016,195.6
4104,15683,9.7,12,Emile Boeckel Riesling Brandluft 2018,116.4
4105,16504,6.8,5,Emile Boeckel Sylvaner Vieilles Vignes 2019,34.0
4106,15787,12.6,6,Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018,75.6
4107,14800,35.0,0,Emile Boeckel Pinot Noir Terres Rouges 2016,0.0
4108,15353,31.7,2,Zind-Humbrecht Riesling Herrenweg de Turckheim 2017,63.4
4115,15382,100.0,0,Zind-Humbrecht Riesling Grand Cru Rangen De Thann Clos Saint-Urbain 2017,0.0
4130,15339,23.0,0,Zind-Humbrecht Pinot Gris Roche Calcaire 2017,0.0
4132,11668,88.4,0,Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,0.0
4137,13209,29.8,0,Zind-Humbrecht Muscat Grand Cru Goldert 2015,0.0
4138,15341,25.7,6,Zind-Humbrecht Zind 2017,154.2
4139,13217,77.4,0,Zind-Humbrecht Gewurztraminer Grand Cru Rangen De Thann Clos Saint-Urbain 2013,0.0
4141,304,39.0,40,Champagne Gosset Grande Réserve,1560.0
4142,11641,53.0,30,Champagne Gosset Grand Millésime 2006,1590.0
4144,1662,49.0,87,Champagne Gosset Grand Rosé,4263.0
4146,1360,29.5,0,Champagne Mailly Grand Cru Brut Réserve,0.0
4147,15648,33.0,3,Champagne Mailly Grand Cru Extra Brut Millésimé 2012,99.0
4148,1364,37.5,0,Champagne Mailly Grand Cru Brut Rosé,0.0
4149,7086,69.0,0,Champagne Mailly Grand Cru Intemporelle Rosé 2009,0.0
4150,1366,59.0,1,Champagne Mailly Grand Cru Intemporelle 2010,59.0
4151,15140,13.7,12,Elian Daros Côtes du Marmandais Abouriou 2016,164.4
4152,16238,19.2,7,Elian Daros Côtes du Marmandais Chante Coucou 2016,134.4
4153,16237,29.0,36,Elian Daros Côtes du Marmandais Clos Baquey 2015,1044.0
4154,15141,9.8,18,Elian Daros Côtes du Marmandais Le Vin Est Une Fête 2017,176.4
4155,14944,14.5,3,Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2016,43.5
4156,14941,20.35,6,Elian Daros Côtes du Marmandais Coucou Blanc 2016,122.1
4157,14751,12.0,0,Planeta Sicilia Alastro 2017,0.0
4158,16093,18.5,0,Planeta Sicilia Etna Rosso 2018,0.0
4159,15668,9.3,3,Planeta Sicilia La Segreta Bianco 2017,27.9
4160,15373,9.3,7,Planeta Sicilia La Segreta Rosso 2017,65.1
4161,15375,11.6,0,Planeta Sicilia Plumbago 2017,0.0
4162,14474,14.3,1,Domino Romano Ribera Del Duero Camino Romano 2016,14.3
4163,15482,10.8,3,Parés Baltà Penedès Calcari 2018,32.4
4164,13453,7.6,20,Parés Baltà Penedès Mas Petit 2015,152.0
4165,15075,12.0,3,Parés Baltà Penedès Indigena 2017,36.0
4166,16124,20.5,6,Ollieux Romanis Corbières Boutenac Atal Sia 2017,123.0
4167,15785,14.3,3,Ollieux Romanis Corbières Rouge Cuvée Prestige 2017,42.9
4168,15784,18.2,12,Ollieux Romanis Corbières Blanc Cuvée Prestige 2018,218.4
4170,15786,9.0,4,Ollieux Romanis Corbières Classique 2018,36.0
4171,14332,7.8,1,Le Hameau Des Ollieux Monsieur Pinot 2017,7.8
4172,16210,5.7,43,Maurel Pays d'Oc Chardonnay 2019,245.1
4173,16211,5.7,13,Maurel Pays d'Oc Chenin-Colombard 2019,74.1
4174,16209,5.7,6,Maurel Cabardès Tradition 2017,34.2
4176,15629,13.5,9,Domaine de l'Hortus Pic Saint-Loup La Bergerie Rouge 2018,121.5
4177,15583,13.5,0,Domaine de l'Hortus Val de Montferrand La Bergerie Blanc 2018,0.0
4178,16160,11.5,17,Domaine de l'Hortus Pic Saint-Loup La Bergerie Rosé 2019,195.5
4179,16166,24.0,7,Domaine de l'Hortus Pic Saint-Loup La Grande Cuvée 2018,168.0
4180,15783,24.0,0,Domaine de l'Hortus Val de Montferrand La Grande Cuvée Blanc 2018,0.0
4181,16560,11.9,9,Borie La Vitarèle Saint-Chinian Les Terres Blanches 2019,107.1
4182,15747,16.7,3,Borie La Vitarèle Saint-Chinian Les Schistes 2017,50.1
4183,15746,21.4,0,Borie La Vitarèle Saint-Chinian Les Crès 2016,0.0
4186,16190,16.6,1,Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018,16.6
4187,16189,13.3,42,Le Pas de l'Escalette Languedoc Les Petits Pas 2019,558.6
4188,16265,9.5,8,Château de La Liquière Languedoc Blanc Les Amandiers 2019,76.0
4190,16191,12.1,5,Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019,60.5
4191,16263,9.3,12,Château de La Liquière Faugères Les Amandiers Rouge 2019,111.6
4192,15605,17.8,5,Château de La Liquière Faugères Cistus Rouge 2017,89.0
4193,16529,13.5,8,Château de La Liquière Faugères Cistus Blanc 2019,108.0
4194,15441,10.8,9,Château de La Liquière Faugères 2017,97.2
4196,13032,27.2,2,Château de La Liquière Faugères Tucade 2015,54.4
4197,16256,9.4,8,Château de La Liquière Faugères Les Amandiers Rosé 2019,75.2
4198,16322,5.8,0,Moulin de Gassac IGP Pays d'Hérault Guilhem Rouge 2019,0.0
4200,16295,5.8,46,Moulin de Gassac IGP Pays d'Hérault Guilhem Rosé 2019,266.8
4201,15656,38.0,0,Mas de Daumas Gassac IGP Saint-Guilhem-le-Désert 2018,0.0
4202,15655,38.0,0,Mas de Daumas Gassac IGP Saint-Guilhem-le-Désert Blanc 2019,0.0
4203,15415,9.9,6,Mas Laval IGP Pays d'Hérault Les Pampres Blancs 2018,59.4
4204,15414,11.3,3,Mas Laval IGP Pays d'Hérault Les Pampres Rouges 2017,33.9
4205,15413,23.0,12,Mas Laval Terrasses du Larzac La Grande Cuvée 2016,276.0
4207,16023,6.7,5,Domaine Montrose Côtes de Thongue Rouge 2018,33.5
4208,16024,7.6,16,Domaine Montrose Côtes de Thongue Rosé 2019,121.6
4210,15720,79.8,0,Lucien Boillot Nuits-Saint-Georges 1er Cru Les Pruliers 2017,0.0
4211,15714,48.5,1,Lucien Boillot Pommard 2017,48.5
4212,15717,39.8,2,Lucien Boillot Volnay 2017,79.6
4213,15718,58.8,0,Lucien Boillot Volnay 1er Cru Les Angles 2017,0.0
4215,15480,26.5,0,Marc Colin Et Fils Saint-Aubin Blanc Luce 2017,0.0
4216,15213,13.4,1,Domaine de l'Ecu Muscadet Classic 2018,13.4
4217,15672,17.1,0,Domaine de l'Ecu Muscadet Granite 2018,0.0
4219,12599,16.7,1,Domaine de l'Ecu Muscadet Orthogneiss 2014,16.7
4220,15758,11.6,12,Xavier Frissant Touraine Amboise Chenin Les Pierres 2018,139.2
4221,15829,12.8,15,Xavier Frissant Touraine Les Roses du Clos 2018,192.0
4222,15759,8.9,4,Xavier Frissant Touraine Amboise M de La Touche 2016,35.6
4223,16585,9.7,3,Xavier Frissant Touraine Sauvignon 2019,29.1
4224,15306,17.2,2,Pierre Martin Sancerre Chavignol Rouge 2017,34.4
4225,16497,16.9,13,Pierre Martin Sancerre Chavignol Blanc 2019,219.7
4227,15261,12.6,6,La Cotelleraie Saint-Nicolas-de-Bourgueil La Croisée 2018,75.6
4228,12657,29.9,0,Domaine de Bellivière Jasnières Les Rosiers 2015,0.0
4229,15403,9.6,0,Mérieau Touraine L'Arpent des Vaudons 2018,0.0
4231,15461,11.1,1,Argentine Mendoza Alamos Malbec 2018,11.1
4232,16269,11.1,2,Argentine Mendoza Alamos Chardonnay 2019,22.2
4235,13905,17.1,1,Maroc Graillot/Thaleb Tandem Syrah 2015,17.1
4239,16567,28.0,0,Domaine Augustin Collioure Blanc Adéodat 2019,0.0
4240,15436,28.0,0,Domaine Augustin Collioure Rouge Adéodat 2017,0.0
4241,14725,8.9,1,Parcé Frères IGP Côtes Catalanes Hommage à Fernand Blanc 2019,8.9
4242,15310,8.6,14,Parcé Frères Côtes du Roussillon Villages Zoé Rouge 2018,120.4
4244,15770,13.5,5,La Préceptorie Côtes du Roussillon Coume Marie 2018,67.5
4245,16097,8.9,1,Parcé Frères IGP Pays d'Oc Zoé Viognier 2019,8.9
4246,15428,15.3,7,Domaine Saint-Denis Mâcon Lugny 2017,107.1
4248,15033,14.8,12,Domaine Saint-Denis Mâcon Chardonnay 2017,177.6
4250,16317,19.5,30,Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,585.0
4251,15032,14.1,8,Domaine Saint-Denis Bourgogne Rouge Le Clos 2017,112.8
4253,6616,59.6,0,Domaine Huet Vouvray Le Clos du Bourg Moelleux Première Trie 2008,0.0
4254,12203,26.9,0,Domaine Huet Vouvray Haut-Lieu Demi-Sec 2015,0.0
4256,14253,24.4,0,Domaine Huet Vouvray Haut-Lieu Sec 2017,0.0
4257,12476,31.7,0,Domaine Huet Vouvray Le Mont Moelleux 2015,0.0
4258,14485,32.1,5,Domaine Huet Vouvray Le Mont Sec 2017,160.5
4260,14945,12.2,2,Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017,24.4
4261,15662,9.9,1,Chermette Domaine du Vissoux Beaujolais Griottes 2018,9.9
4262,15663,15.8,3,Chermette Domaine du Vissoux Brouilly Pierreux 2018,47.4
4263,15664,15.8,0,Chermette Domaine du Vissoux Fleurie Poncié 2018,0.0
4264,15665,17.8,2,Chermette Domaine du Vissoux Moulin à Vent Les Trois Roches 2018,35.6
4265,15136,9.6,3,Domaine Bulliat Beaujolais Villages Bibine 2018,28.8
4267,16537,19.0,2,Domaine Bulliat Morgon Amphore Cou de Jus 2019,38.0
4268,16307,15.2,1,Domaine Bulliat Morgon Le Colombier 2019,15.2
4269,16244,10.2,0,Domaine Sérol Côte Roannaise Les Originelles 2019,0.0
4270,15839,15.5,4,Domaine Sérol Côte Roannaise Les Millerands 2018,62.0
4271,13460,16.6,0,Domaine Sérol Côte Roannaise Perdrizière 2016,0.0
4272,13089,9.2,1,Domaine Sérol Côte Roannaise Rosé Cabochard 2016,9.2
4274,12942,12.9,0,Domaine Sérol Vin Mousseux Rosé Turbullent Méthode Ancestrale,0.0
4275,14864,14.9,12,I Fabbri Chianti Classico Lamole 2017,178.8
4276,14527,17.6,0,I Fabbri Chianti Classico Terra Di Lamole 2015,0.0
4277,14865,24.8,3,I Fabbri Chianti Classico Riserva 2015,74.4
4280,15690,18.9,0,Château de Cazeneuve Languedoc Blanc 2016,0.0
4281,16330,11.6,0,Château de Cazeneuve Val de Montferrand Rouge Caza Sorix 2019,0.0
4283,16154,27.0,4,Château de Cazeneuve Pic Saint-Loup Le Roc Des Mates 2017,108.0
4285,16153,41.0,8,Château de Cazeneuve Pic Saint-Loup Le Sang Du Calvaire 2017,328.0
4286,16066,69.8,10,Domaine Hauvette Les Baux de Provence Amethyste 2017,698.0
4287,16065,38.6,1,Domaine Hauvette Les Baux de Provence Cornaline 2014,38.6
4288,15292,26.7,1,Domaine Hauvette IGP Alpilles Jaspe 2017,26.7
4297,16246,19.0,0,Domaine de La Tour Du Bon Bandol Blanc 2019,0.0
4298,16501,23.2,1,Domaine de La Tour Du Bon Bandol Rouge 2018,23.2
4299,16578,39.1,0,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2018,0.0
4300,15567,44.0,1,Domaine de La Tour Du Bon Bandol Rouge En Sol 2017,44.0
4301,16553,17.5,3,Domaine de La Tour Du Bon Bandol Rosé 2019,52.5
4303,13172,30.0,0,Rimauresq Côtes de Provence Rouge Cru Classé Quintessence 2015,0.0
4304,15120,8.1,0,Domaine de l'Idylle Savoie Cruet 2018,0.0
4306,15949,10.7,1,Domaine de l'Idylle Roussette de Savoie Anne de Chypre 2018,10.7
4307,15946,10.9,0,Domaine de l'Idylle Savoie Mondeuse Le Tithonien 2018,0.0
4334,7818,49.0,96,Champagne Gosset Grand Blanc de Blancs,4704.0
4336,13599,35.5,1,Champagne Mailly Grand Cru Blanc de Pinot Noir,35.5
4337,4679,83.0,0,Champagne Mailly Grand Cru Les Echansons 2007,0.0
4348,12586,59.0,0,Champagne Egly-Ouriet Grand Cru Brut Tradition,0.0
4350,12588,79.5,0,Champagne Egly-Ouriet Grand Cru Extra Brut V.P.,0.0
4352,15940,225.0,5,Champagne Egly-Ouriet Grand Cru Millésimé 2008,1125.0
4353,12587,79.5,3,Champagne Egly-Ouriet Grand Cru Brut Rosé,238.5
4355,12589,126.5,11,Champagne Egly-Ouriet Grand Cru Blanc de Noirs,1391.5
4356,12585,51.6,12,Champagne Egly-Ouriet Premier Cru Les Vignes de Vrigny,619.2
4357,9562,39.0,0,Champagne Larmandier-Bernier Latitude,0.0
4358,13854,77.0,0,Champagne Larmandier-Bernier Grand Cru Vieilles Vignes du Levant 2008,0.0
4359,13853,85.6,1,Champagne Larmandier-Bernier Grand Cru Les Chemins d'Avize 2011,85.6
4364,11585,49.5,1,Wemyss Malts Blended Malt Scotch Whisky The Hive,49.5
4391,11467,49.5,0,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney,0.0
4392,11586,49.5,0,Wemyss Malts Blended Malt Scotch Whisky Spice King,0.0
4393,13765,57.0,0,Wemyss Malts Blended Malt Scotch Whisky Vanilla Burst,0.0
4394,13766,59.8,0,Wemyss Malts Blended Malt Scotch Whisky Treacle Chest,0.0
4395,11587,27.5,0,Wemyss Malts Blended Scotch Whisky Lord Elcho,0.0
4396,9636,62.0,0,Wemyss Malts Blended Malt Scotch Whisky The Hive 12 ans,0.0
4397,12639,59.0,0,Wemyss Malts Blended Malt Scotch Whisky The Hive Batch Strength,0.0
4398,12641,59.0,0,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney Batch Strength,0.0
4399,12640,59.0,1,Wemyss Malts Blended Malt Scotch Whisky Spice King Batch Strength,59.0
4400,14768,44.0,0,Cognac Frapin 1270,0.0
4401,3506,62.5,1,Cognac Frapin VSOP,62.5
4402,3510,176.0,13,Cognac Frapin VIP XO,2288.0
4404,3507,108.5,2,Cognac Frapin Château de Fontpinot XO,217.0
4405,13230,68.1,0,Cognac Frapin Château de Fontpinot XO 1/2,0.0
4406,7819,157.0,0,Cognac Frapin Château de Fontpinot 1989 20 Ans d'Age,0.0
4407,3509,104.0,1,Cognac Frapin Cigar Blend,104.0
4558,15426,28.1,3,Domaine de Montcalmès Terrasses du Larzac Rouge 2017,84.3
4564,15621,21.7,19,Domaine Giudicelli Vin de France Eté Rouge 2018,412.3
4566,15457,28.5,0,Domaine de Montcalmès Coteaux du Languedoc Blanc 2017,0.0
4573,13604,67.2,0,Château de Meursault Beaune-Grèves Les Trois Journaux 1er Cru 2015,0.0
4582,12857,109.6,0,Château de Meursault Puligny-Montrachet 1er Cru Champ Canet 2014,0.0
4596,15476,43.9,23,Marc Colin Et Fils Chassagne-Montrachet Blanc Margot 2017,1009.7
4597,14000,61.6,2,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,123.2
4598,15478,41.8,1,Marc Colin Et Fils Saint-Aubin Blanc En Montceau 2017,41.8
4600,15475,26.5,0,Marc Colin Et Fils Chassagne-Montrachet Rouge Vieilles Vignes 2017,0.0
4601,16151,16.1,4,Catherine et Claude Maréchal Bourgogne Aligoté 2018,64.4
4602,15659,31.5,7,Catherine et Claude Maréchal Chorey-Lès-Beaune 2017,220.5
4603,15147,31.5,1,Catherine et Claude Maréchal Ladoix Rouge Les Chaillots 2017,31.5
